age	job	marital	education	default	balance	housing	loan	contact	day	month	duration	campaign	pdays	previous	poutcome	deposit
39	technician	married	secondary	no	10685	yes	no	cellular	25	jul	1369	9	-1	0	unknown	yes
35	technician	married	tertiary	no	1629	no	no	cellular	25	jul	653	4	-1	0	unknown	yes
48	management	married	secondary	no	268	yes	no	cellular	28	jul	458	7	-1	0	unknown	yes
31	management	married	tertiary	no	0	yes	yes	cellular	28	jul	664	8	-1	0	unknown	yes
35	self-employed	married	secondary	no	5613	yes	no	cellular	28	jul	699	3	-1	0	unknown	yes
48	housemaid	married	secondary	no	513	no	yes	cellular	28	jul	939	3	-1	0	unknown	yes
53	housemaid	married	primary	no	362	no	no	cellular	28	jul	1169	2	-1	0	unknown	yes
27	technician	single	secondary	no	3933	no	no	cellular	28	jul	837	3	-1	0	unknown	yes
55	technician	married	secondary	no	3899	yes	no	telephone	28	jul	596	4	-1	0	unknown	yes
40	services	married	secondary	no	473	yes	no	cellular	28	jul	383	3	-1	0	unknown	yes
40	self-employed	single	tertiary	no	1616	no	no	telephone	28	jul	1009	7	-1	0	unknown	yes
38	blue-collar	divorced	secondary	no	1817	yes	no	cellular	28	jul	1096	4	-1	0	unknown	yes
54	retired	single	secondary	no	129	no	yes	cellular	28	jul	867	2	-1	0	unknown	yes
54	technician	married	secondary	no	1938	no	yes	cellular	28	jul	551	3	-1	0	unknown	yes
50	admin.	single	secondary	no	133	no	no	cellular	28	jul	890	4	-1	0	unknown	yes
48	management	divorced	tertiary	no	2263	no	no	cellular	29	jul	874	2	-1	0	unknown	yes
41	services	married	unknown	no	1538	no	no	cellular	29	jul	710	2	-1	0	unknown	yes
51	blue-collar	divorced	primary	no	5	no	no	cellular	29	jul	600	2	-1	0	unknown	yes
42	technician	single	tertiary	no	2625	no	no	cellular	29	jul	2516	2	-1	0	unknown	yes
58	retired	divorced	secondary	no	1080	yes	no	cellular	29	jul	1058	2	-1	0	unknown	yes
47	unemployed	married	secondary	no	312	no	no	cellular	29	jul	884	1	-1	0	unknown	yes
58	admin.	married	secondary	no	145	yes	no	telephone	29	jul	616	13	-1	0	unknown	yes
41	blue-collar	married	secondary	no	-190	no	yes	cellular	29	jul	808	3	-1	0	unknown	yes
50	admin.	married	secondary	no	2678	no	no	telephone	30	jul	1011	6	-1	0	unknown	yes
46	housemaid	married	secondary	no	271	yes	no	cellular	30	jul	1013	29	-1	0	unknown	yes
44	blue-collar	married	secondary	no	0	no	no	cellular	30	jul	684	2	-1	0	unknown	yes
36	services	married	secondary	no	0	no	no	cellular	30	jul	843	2	-1	0	unknown	yes
58	management	divorced	secondary	no	3161	no	no	telephone	30	jul	542	2	-1	0	unknown	yes
44	unemployed	single	primary	yes	-4	no	yes	cellular	30	jul	788	2	-1	0	unknown	yes
49	entrepreneur	divorced	unknown	yes	-701	yes	no	cellular	30	jul	988	2	-1	0	unknown	yes
55	management	married	tertiary	no	-375	no	no	cellular	30	jul	814	2	-1	0	unknown	yes
52	unemployed	married	primary	no	959	no	no	telephone	30	jul	694	2	-1	0	unknown	yes
60	retired	divorced	secondary	no	1091	no	no	cellular	30	jul	441	5	-1	0	unknown	yes
41	services	married	unknown	yes	-1	no	yes	cellular	30	jul	1171	4	-1	0	unknown	yes
36	management	married	tertiary	no	96	no	no	cellular	30	jul	729	4	-1	0	unknown	yes
41	blue-collar	divorced	primary	no	0	no	no	cellular	30	jul	509	2	-1	0	unknown	yes
50	entrepreneur	married	tertiary	no	230	no	no	telephone	30	jul	1089	4	-1	0	unknown	yes
44	housemaid	married	primary	no	-156	no	yes	cellular	30	jul	1211	2	-1	0	unknown	yes
54	technician	married	secondary	no	114	no	no	cellular	30	jul	458	3	-1	0	unknown	yes
35	management	married	tertiary	no	-468	yes	no	cellular	30	jul	540	8	-1	0	unknown	yes
59	retired	divorced	secondary	no	679	no	no	cellular	30	jul	761	4	-1	0	unknown	yes
42	entrepreneur	married	unknown	no	206	yes	no	cellular	30	jul	695	2	-1	0	unknown	yes
27	management	single	tertiary	no	1	yes	no	cellular	30	jul	764	4	-1	0	unknown	yes
59	housemaid	divorced	primary	no	2518	no	no	cellular	30	jul	675	3	-1	0	unknown	yes
43	admin.	married	secondary	no	378	no	no	cellular	30	jul	782	8	-1	0	unknown	yes
39	technician	single	secondary	no	391	no	yes	cellular	30	jul	962	4	-1	0	unknown	yes
33	unemployed	married	secondary	no	-144	no	no	cellular	30	jul	481	3	-1	0	unknown	yes
36	self-employed	single	tertiary	no	1240	no	no	cellular	31	jul	812	3	-1	0	unknown	yes
35	blue-collar	divorced	primary	no	1792	yes	no	cellular	31	jul	630	6	-1	0	unknown	yes
50	blue-collar	married	unknown	no	2284	yes	no	telephone	31	jul	1088	17	-1	0	unknown	yes
55	technician	married	secondary	no	264	yes	yes	cellular	31	jul	1150	5	-1	0	unknown	yes
51	unemployed	divorced	tertiary	no	0	no	no	cellular	31	jul	574	2	-1	0	unknown	yes
48	entrepreneur	married	tertiary	yes	-392	no	no	cellular	31	jul	725	4	-1	0	unknown	yes
55	housemaid	divorced	primary	no	77	no	no	cellular	31	jul	463	6	-1	0	unknown	yes
30	services	married	secondary	no	48	yes	no	cellular	31	jul	662	13	-1	0	unknown	yes
53	blue-collar	married	primary	no	252	no	no	cellular	31	jul	727	4	-1	0	unknown	yes
40	blue-collar	married	secondary	no	1954	no	no	cellular	31	jul	1107	2	-1	0	unknown	yes
44	technician	married	primary	no	755	no	yes	cellular	31	jul	829	4	-1	0	unknown	yes
49	management	divorced	tertiary	no	755	no	no	cellular	31	jul	1212	4	-1	0	unknown	yes
40	admin.	married	secondary	no	341	no	no	cellular	31	jul	1142	5	-1	0	unknown	yes
58	unemployed	married	primary	no	1183	no	no	cellular	31	jul	1721	5	-1	0	unknown	yes
49	services	married	secondary	no	388	no	no	telephone	31	jul	1032	4	-1	0	unknown	yes
38	technician	married	secondary	no	1919	no	no	cellular	4	aug	846	1	-1	0	unknown	yes
51	housemaid	divorced	tertiary	no	1613	no	no	cellular	4	aug	870	1	-1	0	unknown	yes
36	management	divorced	tertiary	no	0	no	no	cellular	4	aug	1165	1	-1	0	unknown	yes
55	retired	married	secondary	no	0	no	no	cellular	4	aug	1110	1	-1	0	unknown	yes
43	technician	married	tertiary	no	0	no	no	cellular	4	aug	1488	2	-1	0	unknown	yes
60	management	divorced	secondary	no	0	no	no	cellular	5	aug	603	3	-1	0	unknown	yes
57	retired	married	secondary	no	466	no	no	cellular	5	aug	641	2	-1	0	unknown	yes
41	technician	married	tertiary	no	515	no	no	cellular	5	aug	837	2	-1	0	unknown	yes
50	technician	married	tertiary	no	2313	no	no	cellular	5	aug	553	1	-1	0	unknown	yes
53	blue-collar	married	secondary	no	-8	no	no	cellular	5	aug	794	1	-1	0	unknown	yes
59	retired	married	primary	no	1634	yes	yes	cellular	5	aug	836	1	-1	0	unknown	yes
59	housemaid	married	primary	no	100	no	no	cellular	5	aug	1134	1	-1	0	unknown	yes
52	unknown	married	unknown	no	5361	no	no	cellular	5	aug	607	3	-1	0	unknown	yes
58	management	divorced	tertiary	no	1257	no	no	cellular	5	aug	1536	1	-1	0	unknown	yes
59	retired	married	primary	no	3400	yes	no	cellular	5	aug	515	3	-1	0	unknown	yes
49	technician	single	secondary	no	1377	no	no	cellular	5	aug	935	1	-1	0	unknown	yes
33	management	divorced	tertiary	no	2885	no	no	cellular	5	aug	1051	2	-1	0	unknown	yes
55	blue-collar	married	primary	no	512	no	no	cellular	5	aug	1200	2	-1	0	unknown	yes
42	technician	married	tertiary	no	921	no	no	cellular	5	aug	531	3	-1	0	unknown	yes
52	services	married	secondary	no	1000	no	no	cellular	5	aug	766	2	-1	0	unknown	yes
38	technician	married	tertiary	no	202	no	no	cellular	5	aug	1311	2	-1	0	unknown	yes
55	technician	married	tertiary	no	169	no	yes	cellular	5	aug	618	2	-1	0	unknown	yes
49	technician	married	tertiary	no	3726	no	no	cellular	5	aug	875	2	-1	0	unknown	yes
56	technician	divorced	secondary	no	146	yes	no	cellular	5	aug	419	3	-1	0	unknown	yes
46	technician	married	secondary	no	940	no	no	cellular	5	aug	1227	2	-1	0	unknown	yes
57	retired	divorced	tertiary	no	734	no	no	cellular	6	aug	1357	4	-1	0	unknown	yes
61	retired	married	secondary	no	77	no	no	cellular	6	aug	455	4	-1	0	unknown	yes
45	admin.	married	secondary	no	925	no	no	cellular	6	aug	406	2	-1	0	unknown	yes
39	management	married	tertiary	no	1836	no	no	cellular	6	aug	902	3	-1	0	unknown	yes
46	admin.	married	secondary	no	660	no	no	cellular	6	aug	740	2	-1	0	unknown	yes
43	management	single	tertiary	no	1304	no	no	cellular	6	aug	501	2	-1	0	unknown	yes
34	services	married	secondary	no	2956	no	no	cellular	6	aug	835	2	-1	0	unknown	yes
35	management	divorced	tertiary	no	146	no	no	cellular	6	aug	720	2	-1	0	unknown	yes
36	management	divorced	tertiary	yes	36	no	no	cellular	6	aug	836	4	-1	0	unknown	yes
45	management	divorced	tertiary	no	1	no	no	cellular	6	aug	490	2	-1	0	unknown	yes
47	technician	married	secondary	no	2480	no	no	cellular	6	aug	763	2	-1	0	unknown	yes
42	technician	married	tertiary	no	14282	yes	no	cellular	6	aug	649	4	-1	0	unknown	yes
40	management	single	tertiary	no	0	no	no	cellular	6	aug	641	6	-1	0	unknown	yes
40	technician	divorced	secondary	no	311	no	no	cellular	6	aug	738	2	-1	0	unknown	yes
32	technician	married	secondary	no	560	no	no	cellular	6	aug	1044	4	-1	0	unknown	yes
33	technician	single	secondary	no	3059	no	yes	cellular	6	aug	482	2	-1	0	unknown	yes
32	self-employed	married	tertiary	no	1423	no	no	cellular	6	aug	1249	4	-1	0	unknown	yes
46	blue-collar	married	primary	no	874	no	no	cellular	6	aug	996	1	-1	0	unknown	yes
50	admin.	married	secondary	no	706	yes	no	cellular	6	aug	1250	4	-1	0	unknown	yes
51	blue-collar	married	primary	no	7098	no	no	cellular	6	aug	1471	7	-1	0	unknown	yes
30	management	single	tertiary	no	5389	no	no	cellular	6	aug	1456	3	-1	0	unknown	yes
39	technician	single	secondary	no	1104	no	no	cellular	7	aug	395	2	-1	0	unknown	yes
47	admin.	married	secondary	no	3070	no	no	cellular	7	aug	663	4	-1	0	unknown	yes
40	technician	divorced	secondary	no	0	no	no	cellular	7	aug	674	2	-1	0	unknown	yes
50	blue-collar	married	primary	no	4108	yes	no	cellular	7	aug	526	2	-1	0	unknown	yes
60	management	married	tertiary	no	0	no	no	cellular	7	aug	401	3	-1	0	unknown	yes
32	management	single	tertiary	no	4291	no	no	cellular	7	aug	1321	9	-1	0	unknown	yes
57	technician	married	tertiary	no	6822	no	no	cellular	7	aug	797	2	-1	0	unknown	yes
41	self-employed	married	tertiary	no	231	no	no	cellular	7	aug	352	2	-1	0	unknown	yes
50	technician	married	secondary	no	3176	no	no	cellular	7	aug	670	1	-1	0	unknown	yes
46	technician	divorced	secondary	no	-824	yes	no	cellular	7	aug	429	3	-1	0	unknown	yes
31	management	married	tertiary	no	676	no	no	cellular	7	aug	1182	1	-1	0	unknown	yes
36	technician	single	secondary	no	651	no	no	cellular	7	aug	876	1	-1	0	unknown	yes
45	technician	divorced	secondary	no	2657	no	no	cellular	7	aug	895	3	-1	0	unknown	yes
33	technician	divorced	secondary	no	801	no	no	cellular	7	aug	341	5	-1	0	unknown	yes
47	services	married	secondary	no	405	no	yes	cellular	8	aug	994	2	-1	0	unknown	yes
35	management	married	tertiary	no	82	no	no	cellular	8	aug	507	4	-1	0	unknown	yes
38	management	married	tertiary	no	179	no	no	unknown	8	aug	317	4	-1	0	unknown	yes
33	management	married	tertiary	no	1047	no	no	cellular	8	aug	512	4	-1	0	unknown	yes
44	technician	single	secondary	no	7138	no	no	cellular	8	aug	809	2	-1	0	unknown	yes
31	management	single	tertiary	no	165	no	yes	cellular	8	aug	523	2	-1	0	unknown	yes
31	management	single	tertiary	no	37	no	no	cellular	8	aug	669	2	-1	0	unknown	yes
49	services	married	secondary	no	823	no	no	cellular	8	aug	780	4	-1	0	unknown	yes
52	services	married	primary	no	1625	no	no	cellular	8	aug	459	2	-1	0	unknown	yes
31	technician	married	tertiary	no	120	no	no	cellular	8	aug	1000	1	-1	0	unknown	yes
35	management	married	tertiary	no	2957	yes	yes	cellular	8	aug	733	3	-1	0	unknown	yes
31	management	single	tertiary	no	2	no	no	cellular	8	aug	848	1	-1	0	unknown	yes
36	technician	divorced	secondary	no	1	no	no	cellular	8	aug	1242	3	-1	0	unknown	yes
39	management	married	tertiary	no	1795	no	no	cellular	8	aug	922	7	-1	0	unknown	yes
46	management	married	tertiary	no	4	no	no	cellular	8	aug	1206	4	-1	0	unknown	yes
48	blue-collar	married	primary	no	476	no	no	cellular	11	aug	856	3	-1	0	unknown	yes
36	management	married	tertiary	no	9	no	no	cellular	11	aug	386	4	-1	0	unknown	yes
30	management	married	tertiary	no	131	yes	no	cellular	11	aug	384	6	-1	0	unknown	yes
33	management	single	tertiary	no	1120	no	no	cellular	11	aug	1070	2	-1	0	unknown	yes
57	housemaid	married	primary	no	2785	no	no	cellular	11	aug	610	4	-1	0	unknown	yes
33	management	single	tertiary	no	0	no	no	cellular	11	aug	699	7	-1	0	unknown	yes
35	management	married	tertiary	no	43	no	no	cellular	11	aug	917	4	-1	0	unknown	yes
53	management	married	tertiary	no	0	no	no	cellular	11	aug	608	2	-1	0	unknown	yes
41	management	married	secondary	no	456	yes	no	cellular	11	aug	734	4	-1	0	unknown	yes
32	management	single	secondary	no	2018	no	no	cellular	11	aug	1238	1	-1	0	unknown	yes
41	management	married	tertiary	no	0	no	no	cellular	11	aug	1242	5	-1	0	unknown	yes
35	technician	single	secondary	no	354	no	no	cellular	11	aug	444	3	-1	0	unknown	yes
48	blue-collar	married	primary	no	719	no	yes	cellular	11	aug	418	5	-1	0	unknown	yes
34	management	married	tertiary	no	828	no	yes	cellular	11	aug	1080	3	-1	0	unknown	yes
47	blue-collar	married	secondary	no	2787	no	no	cellular	11	aug	479	1	-1	0	unknown	yes
46	unemployed	married	secondary	no	2551	no	no	cellular	12	aug	645	2	-1	0	unknown	yes
60	retired	married	secondary	no	2722	no	no	cellular	12	aug	506	2	-1	0	unknown	yes
39	management	married	secondary	no	1880	no	no	cellular	12	aug	768	2	-1	0	unknown	yes
57	blue-collar	married	primary	no	2112	no	no	cellular	12	aug	1134	2	-1	0	unknown	yes
36	unemployed	divorced	secondary	no	871	no	no	cellular	12	aug	396	3	-1	0	unknown	yes
30	management	married	secondary	no	850	no	no	cellular	12	aug	507	2	-1	0	unknown	yes
33	technician	married	secondary	no	3243	no	no	cellular	12	aug	439	4	-1	0	unknown	yes
30	management	married	tertiary	no	1567	yes	no	cellular	12	aug	1133	4	-1	0	unknown	yes
36	technician	single	secondary	yes	12	no	no	cellular	12	aug	587	2	-1	0	unknown	yes
49	blue-collar	married	primary	no	128	no	no	cellular	12	aug	696	2	-1	0	unknown	yes
49	blue-collar	married	secondary	no	553	no	no	cellular	12	aug	645	8	-1	0	unknown	yes
40	unemployed	divorced	secondary	no	1694	no	no	cellular	12	aug	473	6	-1	0	unknown	yes
49	blue-collar	married	primary	no	408	no	no	cellular	12	aug	559	4	-1	0	unknown	yes
38	management	married	tertiary	no	1223	no	no	cellular	12	aug	1092	5	-1	0	unknown	yes
31	management	single	tertiary	no	1858	no	no	cellular	12	aug	453	3	-1	0	unknown	yes
34	management	married	tertiary	no	520	yes	no	cellular	12	aug	1307	4	-1	0	unknown	yes
39	management	married	tertiary	no	271	yes	no	cellular	12	aug	1344	1	-1	0	unknown	yes
40	management	married	secondary	no	4396	no	no	cellular	12	aug	432	3	-1	0	unknown	yes
47	technician	married	secondary	no	568	yes	no	cellular	12	aug	1613	1	-1	0	unknown	yes
37	technician	single	secondary	no	3665	no	no	cellular	12	aug	664	3	-1	0	unknown	yes
44	technician	single	secondary	no	244	yes	no	cellular	12	aug	1735	4	-1	0	unknown	yes
55	management	married	tertiary	no	568	no	no	cellular	12	aug	940	10	-1	0	unknown	yes
40	technician	married	secondary	no	42	no	no	cellular	13	aug	1842	2	-1	0	unknown	yes
54	retired	married	primary	no	309	no	no	cellular	13	aug	969	2	-1	0	unknown	yes
35	technician	married	secondary	no	-180	no	yes	cellular	13	aug	823	2	-1	0	unknown	yes
32	technician	single	tertiary	no	34646	no	no	telephone	13	aug	618	9	-1	0	unknown	yes
36	management	divorced	tertiary	no	59	no	no	cellular	13	aug	526	2	-1	0	unknown	yes
37	management	married	tertiary	no	4436	no	no	cellular	13	aug	846	5	-1	0	unknown	yes
37	technician	single	secondary	no	-242	yes	no	cellular	13	aug	1149	6	-1	0	unknown	yes
50	self-employed	married	secondary	no	10052	no	no	cellular	13	aug	665	2	-1	0	unknown	yes
58	retired	married	tertiary	no	0	no	no	cellular	13	aug	641	4	-1	0	unknown	yes
52	technician	divorced	secondary	no	152	no	no	cellular	13	aug	404	6	-1	0	unknown	yes
31	management	married	tertiary	no	156	no	no	cellular	13	aug	657	7	-1	0	unknown	yes
40	management	married	tertiary	no	66	no	no	cellular	13	aug	737	4	-1	0	unknown	yes
34	management	single	tertiary	no	9827	yes	no	cellular	13	aug	871	4	-1	0	unknown	yes
53	services	married	secondary	no	6170	no	no	cellular	13	aug	838	4	-1	0	unknown	yes
43	management	married	tertiary	no	2383	no	no	cellular	13	aug	379	6	-1	0	unknown	yes
30	technician	single	tertiary	no	635	no	no	cellular	13	aug	851	8	-1	0	unknown	yes
34	technician	single	secondary	no	16	no	no	cellular	13	aug	990	1	-1	0	unknown	yes
48	admin.	divorced	secondary	no	362	no	no	cellular	13	aug	529	1	-1	0	unknown	yes
33	management	married	tertiary	no	191	no	no	cellular	13	aug	1148	2	-1	0	unknown	yes
37	management	single	tertiary	no	455	yes	no	cellular	13	aug	904	6	-1	0	unknown	yes
57	technician	divorced	secondary	no	3043	no	no	cellular	14	aug	707	2	-1	0	unknown	yes
55	retired	married	primary	no	3334	no	no	cellular	14	aug	632	4	-1	0	unknown	yes
34	technician	married	tertiary	no	8029	yes	no	cellular	14	aug	593	4	-1	0	unknown	yes
44	entrepreneur	married	tertiary	no	624	no	no	telephone	14	aug	552	2	-1	0	unknown	yes
35	management	single	tertiary	no	331	no	no	cellular	14	aug	857	2	-1	0	unknown	yes
34	housemaid	married	primary	no	2929	no	no	cellular	14	aug	518	2	-1	0	unknown	yes
49	services	married	secondary	no	1314	no	no	cellular	14	aug	834	14	-1	0	unknown	yes
30	technician	married	secondary	no	289	yes	no	cellular	14	aug	1184	4	-1	0	unknown	yes
32	management	single	tertiary	no	20	no	no	cellular	14	aug	1151	2	-1	0	unknown	yes
56	blue-collar	married	primary	no	8163	no	no	cellular	14	aug	1231	4	-1	0	unknown	yes
50	management	single	tertiary	no	1200	no	no	cellular	14	aug	904	3	-1	0	unknown	yes
32	technician	single	secondary	no	1732	yes	no	cellular	14	aug	1871	3	-1	0	unknown	yes
45	technician	single	tertiary	no	0	no	no	cellular	18	aug	773	4	-1	0	unknown	yes
52	management	married	tertiary	no	576	no	no	cellular	18	aug	762	3	-1	0	unknown	yes
60	blue-collar	married	primary	no	493	no	no	cellular	18	aug	671	4	-1	0	unknown	yes
47	management	married	tertiary	no	682	no	no	cellular	18	aug	638	6	-1	0	unknown	yes
32	technician	single	secondary	no	0	no	no	cellular	18	aug	594	4	-1	0	unknown	yes
55	blue-collar	married	primary	no	3485	no	no	cellular	18	aug	625	4	-1	0	unknown	yes
36	management	single	tertiary	no	2944	no	no	cellular	18	aug	882	8	-1	0	unknown	yes
46	technician	married	secondary	no	1353	no	no	cellular	18	aug	528	5	-1	0	unknown	yes
55	management	divorced	tertiary	no	0	no	no	cellular	18	aug	309	4	-1	0	unknown	yes
30	management	single	tertiary	no	1541	no	no	cellular	18	aug	471	8	-1	0	unknown	yes
54	blue-collar	married	secondary	no	548	no	no	cellular	18	aug	520	7	-1	0	unknown	yes
31	management	divorced	tertiary	no	254	no	no	cellular	18	aug	1576	8	-1	0	unknown	yes
46	technician	single	tertiary	no	4414	no	no	cellular	18	aug	504	7	-1	0	unknown	yes
61	management	married	secondary	no	985	no	no	cellular	18	aug	998	6	-1	0	unknown	yes
58	retired	married	primary	no	1241	no	no	cellular	18	aug	194	2	-1	0	unknown	yes
38	technician	single	secondary	no	3278	no	no	cellular	19	aug	645	14	-1	0	unknown	yes
49	technician	married	secondary	no	412	no	no	cellular	19	aug	1293	8	-1	0	unknown	yes
43	management	single	tertiary	no	483	no	no	cellular	19	aug	950	6	-1	0	unknown	yes
52	management	married	tertiary	no	7135	no	no	cellular	19	aug	1032	3	-1	0	unknown	yes
33	self-employed	single	tertiary	no	61	no	no	cellular	19	aug	836	3	-1	0	unknown	yes
33	management	married	tertiary	no	1412	yes	no	unknown	19	aug	480	1	-1	0	unknown	yes
53	management	married	tertiary	no	15	no	no	cellular	20	aug	921	2	-1	0	unknown	yes
40	admin.	single	tertiary	no	27	no	no	cellular	20	aug	467	2	-1	0	unknown	yes
44	self-employed	married	tertiary	no	1196	no	no	cellular	20	aug	552	5	-1	0	unknown	yes
42	technician	divorced	secondary	no	19	no	no	cellular	20	aug	875	4	-1	0	unknown	yes
33	management	single	tertiary	no	432	no	no	telephone	20	aug	588	6	-1	0	unknown	yes
53	technician	married	tertiary	no	988	no	no	cellular	20	aug	1408	5	-1	0	unknown	yes
60	admin.	married	tertiary	no	1614	no	no	cellular	20	aug	921	6	-1	0	unknown	yes
33	technician	single	secondary	no	163	yes	no	cellular	20	aug	627	2	-1	0	unknown	yes
37	technician	married	tertiary	no	247	no	no	cellular	20	aug	625	6	-1	0	unknown	yes
45	admin.	married	secondary	no	236	no	no	cellular	20	aug	703	2	-1	0	unknown	yes
34	technician	single	secondary	no	666	no	no	cellular	21	aug	1503	2	-1	0	unknown	yes
56	technician	married	tertiary	no	73	no	no	cellular	21	aug	644	4	-1	0	unknown	yes
57	technician	divorced	tertiary	no	96	no	no	cellular	21	aug	913	4	-1	0	unknown	yes
32	management	single	tertiary	no	46	no	no	cellular	21	aug	788	6	-1	0	unknown	yes
50	services	married	secondary	no	1501	no	no	cellular	21	aug	946	4	-1	0	unknown	yes
30	services	single	tertiary	no	-477	no	yes	cellular	21	aug	1532	2	-1	0	unknown	yes
56	admin.	married	secondary	no	1694	no	no	cellular	21	aug	793	10	-1	0	unknown	yes
55	blue-collar	married	secondary	no	196	no	no	cellular	21	aug	81	1	-1	0	unknown	yes
34	self-employed	single	tertiary	no	462	no	no	cellular	21	aug	1877	3	-1	0	unknown	yes
52	management	married	tertiary	no	1227	no	no	cellular	22	aug	1123	4	-1	0	unknown	yes
32	management	single	tertiary	no	522	no	no	cellular	22	aug	576	2	-1	0	unknown	yes
31	self-employed	married	tertiary	no	94	no	no	cellular	22	aug	579	2	-1	0	unknown	yes
44	technician	married	secondary	no	267	no	no	cellular	22	aug	520	2	-1	0	unknown	yes
33	management	married	tertiary	no	4570	no	no	cellular	22	aug	1258	2	-1	0	unknown	yes
53	blue-collar	married	secondary	no	25	no	no	cellular	22	aug	528	2	-1	0	unknown	yes
46	management	single	tertiary	no	0	no	no	cellular	22	aug	686	2	-1	0	unknown	yes
46	entrepreneur	married	tertiary	no	1920	no	no	cellular	22	aug	604	6	-1	0	unknown	yes
59	admin.	married	secondary	no	1575	yes	no	cellular	22	aug	1241	11	-1	0	unknown	yes
51	unemployed	married	secondary	no	234	no	no	cellular	22	aug	735	1	-1	0	unknown	yes
57	retired	married	primary	no	3518	yes	no	cellular	25	aug	626	3	-1	0	unknown	yes
43	technician	married	secondary	no	136	no	no	cellular	25	aug	363	7	-1	0	unknown	yes
48	management	single	tertiary	no	830	no	no	cellular	25	aug	961	4	-1	0	unknown	yes
33	housemaid	married	primary	no	2054	no	no	cellular	25	aug	472	6	-1	0	unknown	yes
59	blue-collar	married	primary	no	-546	no	no	cellular	25	aug	1152	6	-1	0	unknown	yes
58	blue-collar	married	primary	no	5188	yes	no	cellular	25	aug	606	6	-1	0	unknown	yes
32	management	single	tertiary	no	1882	no	no	cellular	25	aug	497	5	-1	0	unknown	yes
44	management	married	tertiary	no	792	no	no	cellular	25	aug	630	7	-1	0	unknown	yes
47	blue-collar	married	unknown	yes	162	no	no	cellular	25	aug	366	3	-1	0	unknown	yes
34	technician	married	secondary	no	1035	no	no	cellular	25	aug	1374	10	-1	0	unknown	yes
51	retired	married	tertiary	no	746	no	no	cellular	25	aug	372	5	-1	0	unknown	yes
60	unknown	married	unknown	no	17297	no	no	cellular	26	aug	664	11	-1	0	unknown	yes
46	admin.	married	secondary	no	22	no	no	cellular	26	aug	388	6	-1	0	unknown	yes
41	technician	married	tertiary	no	231	no	no	cellular	26	aug	428	2	-1	0	unknown	yes
34	self-employed	single	secondary	no	296	no	no	cellular	27	aug	609	13	-1	0	unknown	yes
31	technician	divorced	tertiary	no	0	no	no	cellular	27	aug	581	6	-1	0	unknown	yes
37	management	married	tertiary	no	40	no	no	cellular	27	aug	1033	4	-1	0	unknown	yes
59	retired	married	secondary	no	2396	no	no	cellular	27	aug	1040	6	-1	0	unknown	yes
55	services	married	unknown	no	2944	no	no	cellular	27	aug	672	6	-1	0	unknown	yes
33	management	single	tertiary	no	7084	no	no	cellular	27	aug	512	8	-1	0	unknown	yes
30	technician	married	tertiary	no	569	no	no	cellular	27	aug	976	12	-1	0	unknown	yes
36	management	married	tertiary	no	0	no	no	telephone	27	aug	645	9	-1	0	unknown	yes
44	management	married	tertiary	no	1138	no	no	cellular	27	aug	523	3	-1	0	unknown	yes
36	technician	divorced	secondary	no	54	yes	no	cellular	27	aug	1642	3	-1	0	unknown	yes
33	management	single	tertiary	no	2637	no	no	cellular	28	aug	583	17	-1	0	unknown	yes
36	technician	married	secondary	no	2473	no	no	cellular	28	aug	965	4	-1	0	unknown	yes
53	blue-collar	married	primary	no	5603	no	no	cellular	28	aug	2372	6	-1	0	unknown	yes
47	admin.	divorced	secondary	no	225	no	no	cellular	28	aug	1126	4	-1	0	unknown	yes
39	management	married	tertiary	no	-17	yes	yes	cellular	28	aug	908	1	-1	0	unknown	yes
35	technician	single	secondary	no	3490	yes	no	cellular	29	aug	643	2	-1	0	unknown	yes
32	management	single	tertiary	no	769	no	no	cellular	29	aug	695	2	-1	0	unknown	yes
46	technician	divorced	secondary	no	-90	no	yes	telephone	17	oct	270	1	-1	0	unknown	yes
30	self-employed	married	tertiary	no	1785	no	no	unknown	17	oct	235	1	-1	0	unknown	yes
36	self-employed	single	tertiary	no	-103	yes	yes	telephone	17	oct	3253	1	-1	0	unknown	yes
47	admin.	divorced	secondary	no	555	yes	yes	telephone	17	oct	478	1	-1	0	unknown	yes
52	technician	married	secondary	no	5303	yes	no	unknown	19	oct	133	1	-1	0	unknown	yes
43	management	married	tertiary	no	1258	no	no	unknown	20	oct	312	1	-1	0	unknown	yes
44	technician	single	secondary	no	1679	no	no	telephone	20	oct	718	1	-1	0	unknown	yes
30	blue-collar	married	secondary	no	1664	yes	no	telephone	20	oct	2016	1	-1	0	unknown	yes
32	admin.	married	secondary	no	8749	yes	yes	unknown	21	oct	294	1	-1	0	unknown	yes
42	admin.	single	secondary	no	-247	yes	yes	telephone	21	oct	519	1	166	1	other	yes
33	services	married	secondary	no	3444	yes	no	telephone	21	oct	144	1	91	4	failure	yes
45	admin.	married	secondary	no	5346	yes	yes	unknown	21	oct	187	1	-1	0	unknown	yes
45	blue-collar	married	secondary	no	1144	yes	no	unknown	22	oct	676	1	-1	0	unknown	yes
28	student	single	secondary	no	2351	no	no	telephone	22	oct	157	1	-1	0	unknown	yes
32	technician	single	tertiary	no	5514	no	no	telephone	22	oct	181	1	-1	0	unknown	yes
28	self-employed	married	secondary	no	123	no	yes	telephone	22	oct	313	1	-1	0	unknown	yes
